BestellNr,FilialeNr,Transfer,Datum,Art,Lieferant,Artikel,ReferenzNr,ModellCode,FarbeCode,Modell,Farbe,Größe,Liefertermin,Bestellt,bestellen,stornieren,geliefert,Bestellmenge,Abrufmenge,Liefermenge,Etikettenmenge,Preis,Netto,Rabatt1,Rabatt2,ReservierteMenge,Kunde,zugesagtBis,Versand,Versandadresse,Bemerkung,anmahnen,angemahntAm,Verkäufer,BestellprotokollNr,gedruckt,Code,s_Key,s_Status
247802,0,,"2024-06-27 00:00:00",2,41,51280,149581,QSS-08,,"Solar Eco 3 Reg, LZ","oxblood red","185 cm","2024-10-04 00:00:00","2024-01-16 00:00:00",0,0,0,1.0,,,,110.0,0,0.09,,,,,0,,,0,,,18765,0,,,0
247801,0,,"2024-06-27 00:00:00",2,41,51281,149582,QSS-08,,"Solar Eco 3 XL, LZ","oxblood red","200 cm","2024-10-04 00:00:00","2024-01-16 00:00:00",0,0,0,1.0,,,,120.0,0,0.09,,,,,0,,,0,,,18765,0,,,0
249506,0,,"2024-08-31 00:00:00",1,57,51752,151248,7083,,"TT Tactical Phonecover XXL",black,XXL,"2024-09-17 00:00:00","2024-08-31 00:00:00",0,0,0,3.0,,,,7.8,0,,,,,,0,,,0,,,19121,0,,,0
249508,0,,"2024-08-31 00:00:00",1,57,50741,147307,7277,,"TT QR Stretchbelt 38mm",black,-,"2024-09-17 00:00:00","2024-08-31 00:00:00",0,0,0,3.0,,,,10.16,0,,,,,,0,,,0,,,19121,0,,,0
249169,0,,"2024-08-07 00:00:00",1,57,40052,106797,2947,,"RFID B Skin Moneybelt Int.",natural,-,"2024-09-17 00:00:00","2024-08-31 00:00:00",0,0,0,3.0,,,,12.67,0,,,,,,0,,,0,,,19121,0,,,0
249522,0,,"2024-08-31 00:00:00",1,57,22107,41940,3084,,"Schutzsack Universal",black,-,"2024-09-24 00:00:00","2024-08-31 00:00:00",0,0,0,5.0,,,,11.31,0,,,,,,0,,,0,,,19121,0,,,0
248999,0,,"2024-07-20 00:00:00",1,58,49303,148111,5522,,"Mondello Comfort GTX",anthrazit/graphit,"10,0 UK","2024-10-31 00:00:00","2024-07-20 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19058,0,,,0
248340,0,,"2024-06-27 00:00:00",2,58,48325,137745,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"11,5 UK","2024-09-15 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,93.3,0,,,,,,0,,,0,,,18825,0,,,0
248341,0,,"2024-06-27 00:00:00",2,58,48325,137746,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"12,0 UK","2024-09-15 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,93.3,0,,,,,,0,,,0,,,18825,0,,,0
248348,0,,"2024-06-27 00:00:00",2,58,54954,163477,7623,,"Ohio Lady Winter GTX Wm",jeans,"5,5 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248349,0,,"2024-06-27 00:00:00",2,58,54954,163478,7623,,"Ohio Lady Winter GTX Wm",jeans,"6,0 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248350,0,,"2024-06-27 00:00:00",2,58,54954,163479,7623,,"Ohio Lady Winter GTX Wm",jeans,"6,5 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248351,0,,"2024-06-27 00:00:00",2,58,54954,163480,7623,,"Ohio Lady Winter GTX Wm",jeans,"7,0 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248352,0,,"2024-06-27 00:00:00",2,58,54954,163481,7623,,"Ohio Lady Winter GTX Wm",jeans,"7,5 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248353,0,,"2024-06-27 00:00:00",2,58,54954,163482,7623,,"Ohio Lady Winter GTX Wm",jeans,"8,0 UK","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,124.95,0,0.0591,0.045,,,,0,,,0,,,18825,0,,,0
248354,0,,"2024-06-27 00:00:00",2,58,54955,163488,7998,,"Lillehammer GTX",braun,"42,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
179579,0,,"2017-04-26 00:00:00",,58,28630,63256,2849,46,"Vakuum Ultra GTX",dunkelbraun,"12,0 UK","2017-06-30 00:00:00","2017-05-03 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,13768,0,,,0
248356,0,,"2024-06-27 00:00:00",2,58,54955,163490,7998,,"Lillehammer GTX",braun,"44,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,2.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
248357,0,,"2024-06-27 00:00:00",2,58,54955,163491,7998,,"Lillehammer GTX",braun,"45,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,2.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
248998,0,,"2024-07-20 00:00:00",1,58,49303,148109,5522,,"Mondello Comfort GTX",anthrazit/graphit,"9,0 UK","2024-10-31 00:00:00","2024-07-20 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19058,0,,,0
248358,0,,"2024-06-27 00:00:00",2,58,54955,163492,7998,,"Lillehammer GTX",braun,"46,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
248359,0,,"2024-06-27 00:00:00",2,58,54955,163493,7998,,"Lillehammer GTX",braun,"47,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
249069,0,,"2024-07-27 00:00:00",1,58,53791,158987,3938,,"Ontario GTX",noir/mais,"8,0 UK","2024-11-01 00:00:00","2024-07-27 00:00:00",0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,,0,,,19063,0,,,0
248953,0,,"2024-07-17 00:00:00",1,58,53791,158993,3938,,"Ontario GTX",noir/mais,"11,0 UK","2024-10-01 00:00:00","2024-07-17 00:00:00",0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,,0,,,19051,0,,,0
248952,0,,"2024-07-17 00:00:00",1,58,53791,158992,3938,,"Ontario GTX",noir/mais,"10,5 UK","2024-10-01 00:00:00","2024-07-17 00:00:00",0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,,0,,,19051,0,,,0
248997,0,,"2024-07-20 00:00:00",1,58,49303,148107,5522,,"Mondello Comfort GTX",anthrazit/graphit,"8,0 UK","2024-10-31 00:00:00","2024-07-20 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19058,0,,,0
249077,0,,"2024-07-27 00:00:00",1,58,48298,137612,2938,,"Vakuum Lady Sport GTX Wm",marine,"7,5 UK","2024-10-15 00:00:00","2024-07-27 00:00:00",0,0,0,1.0,,,,149.95,0,0.03,0.045,,,,0,,,0,,,19063,0,,,0
248339,0,,"2024-06-27 00:00:00",2,58,48325,137744,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"11,0 UK","2024-09-15 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,93.3,0,,,,,,0,,,0,,,18825,0,,,0
248355,0,,"2024-06-27 00:00:00",2,58,54955,163489,7998,,"Lillehammer GTX",braun,"43,0 EUR","2024-10-01 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,118.6,0,,,,,,0,,,0,,,18825,0,,,0
249615,0,,"2024-09-11 00:00:00",1,58,49303,148112,5522,,"Mondello Comfort GTX",anthrazit/graphit,"11,0 UK","2024-10-15 00:00:00","2024-09-12 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
248334,0,,"2024-06-27 00:00:00",2,58,48325,137739,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"8,5 UK","2024-09-15 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,93.3,0,,,,,,0,,,0,,,18825,0,,,0
249624,0,,"2024-09-12 00:00:00",1,58,49798,143610,3823,,"Caribe Lady GTX Wm",altrosa/orange,"5,0 UK",,"2024-09-12 00:00:00",0,0,0,1.0,,,,84.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249591,0,,"2024-09-06 00:00:00",1,58,55188,167222,,,"Air Revolution Lite Zunge",,"8,5 UK",,"2024-09-07 00:00:00",0,0,0,1.0,,,,20.0,0,0.03,0.045,,21189,,0,,"Kunde informiert, wartet",0,,"André Gottwald",19133,0,,500249591,0
247599,0,,"2024-06-21 00:00:00",1,58,49303,148110,5522,,"Mondello Comfort GTX",anthrazit/graphit,"9,5 UK","2024-10-01 00:00:00","2024-06-22 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19015,0,,,0
249614,0,,"2024-09-11 00:00:00",1,58,49303,141849,5522,,"Mondello Comfort GTX",anthrazit/graphit,"10,5 UK","2024-10-15 00:00:00","2024-09-12 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249613,0,,"2024-09-11 00:00:00",1,58,49303,148108,5522,,"Mondello Comfort GTX",anthrazit/graphit,"8,5 UK","2024-10-15 00:00:00","2024-09-12 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249616,0,,"2024-09-11 00:00:00",1,58,49303,148114,5522,,"Mondello Comfort GTX",anthrazit/graphit,"12,0 UK","2024-10-15 00:00:00","2024-09-12 00:00:00",0,0,0,1.0,,,,99.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
243966,0,,"2023-12-29 00:00:00",1,58,42696,162886,4530,,"Army Pro GTX",schwarz,"10,0 UK","2024-12-10 00:00:00","2024-08-20 00:00:00",0,0,0,1.0,,,,135.0,0,0.03,0.045,,23972,,0,,"im Rückstand Anfang Dezember - Kunde okay - Oli Tel. 21.8.
erst wieder am September - nicht im Rückstand",0,,"André Gottwald",19097,0,,500243966,0
249622,0,,"2024-09-11 00:00:00",1,58,33004,85457,4290,,Badile,braun,"8,0 UK",,"2024-09-12 00:00:00",0,0,0,1.0,,,,184.95,0,0.03,0.045,,18244,,0,,,0,,,19139,0,,,0
249629,0,,"2024-09-12 00:00:00",1,58,53790,158977,3937,,"Ontario Lady GTX Wm",linde,"6,5 UK",,,0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,"vorauss. ab März 2025 lieferbar",0,,,19139,0,,,0
248333,0,,"2024-06-27 00:00:00",2,58,48325,137738,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"8,0 UK","2024-09-15 00:00:00","2024-02-16 00:00:00",0,0,0,1.0,,,,93.3,0,,,,,,0,,,0,,,18825,0,,,0
247604,0,,"2024-06-21 00:00:00",1,58,48325,137746,5524,,"Mondello Comfort Mid GTX",schwarz/anthrazit,"12,0 UK","2024-10-01 00:00:00","2024-06-22 00:00:00",0,0,0,1.0,,,,109.95,0,0.03,0.045,,,,0,,,0,,,19015,0,,,0
249630,0,,"2024-09-12 00:00:00",1,58,53790,158978,3937,,"Ontario Lady GTX Wm",linde,"7,0 UK",,,0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,"vorauss. ab März 2025 lieferbar",0,,,19139,0,,,0
249623,0,,"2024-09-11 00:00:00",1,58,33004,85462,4290,,Badile,braun,"10,5 UK",,"2024-09-12 00:00:00",0,0,0,1.0,,,,184.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249628,0,,"2024-09-12 00:00:00",1,58,53790,158975,3937,,"Ontario Lady GTX Wm",linde,"5,5 UK",,,0,0,0,1.0,,,,94.95,0,0.03,0.045,,,,0,,"vorauss. ab März 2025 lieferbar",0,,,19139,0,,,0
249627,0,,"2024-09-12 00:00:00",1,58,53795,159038,4691,,"Lite Hike Lady GTX Wm",linde/gelb,"6,5 UK",,,0,0,0,1.0,,,,109.95,0,0.03,0.045,,,,0,,"vorauss. ab März 2025 lieferbar",0,,,19139,0,,,0
249626,0,,"2024-09-12 00:00:00",1,58,53795,159037,4691,,"Lite Hike Lady GTX Wm",linde/gelb,"6,0 UK",,"2024-09-12 00:00:00",0,0,0,1.0,,,,109.95,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249625,0,,"2024-09-12 00:00:00",1,58,5813,1001,9711-99,,"Fußbett Air-Active-SP",,"8,0 UK",,"2024-09-12 00:00:00",0,0,0,1.0,,,,5.9,0,0.03,0.045,,,,0,,,0,,,19139,0,,,0
249537,0,,"2024-09-03 00:00:00",1,62,51405,150128,F77,,"Vario PS",black,"26 Liter",,,1,0,0,1.0,,,,101.01,0,0.03,,,,,0,,,0,,,0,0,,,0
249438,0,,"2024-08-28 00:00:00",1,72,25785,53738,602514,,"Trangia 25 Topf 1,5 l, Non-Stick",,-,,,1,0,0,1.0,,,,7.9,0,0.025,,,,,0,,,0,,,0,0,,,0
249439,0,,"2024-08-28 00:00:00",1,72,37313,95531,642501,,"Trangia Pfanne 25 Non-Stick",,-,,,1,0,0,1.0,,,,7.9,0,0.025,,,,,0,,,0,,,0,0,,,0
248463,0,,"2024-06-27 00:00:00",2,73,54961,163526,006485,,"ME Lightline Eco Parka Wm",black,M,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,195.07,0,0.14,,,,,0,,,0,,,18753,0,,,0
248464,0,,"2024-06-27 00:00:00",2,73,54961,163527,006485,,"ME Lightline Eco Parka Wm",black,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,195.07,0,0.14,,,,,0,,,0,,,18753,0,,,0
248462,0,,"2024-06-27 00:00:00",2,73,54961,163525,006485,,"ME Lightline Eco Parka Wm",black,S,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,195.07,0,0.14,,,,,0,,,0,,,18753,0,,,0
248499,0,,"2024-06-27 00:00:00",2,73,54980,163620,27631,,"ME Flash Beanie",rust/cantalp/admiral,universal,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,2.0,,,,18.51,0,0.14,,,,,0,,,0,,,18753,0,,,0
248435,0,,"2024-06-27 00:00:00",2,73,50605,146687,004187,,"ME Earthrise Hooded Jacket Wm",cosmos,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,121.9,0,0.14,,,,,0,,,0,,,18753,0,,,0
248471,0,,"2024-06-27 00:00:00",2,73,53603,158060,006901,,"ME Kore Zip-T",mercury/anvil,XXL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,46.29,0,0.14,,,,,0,,,0,,,18753,0,,,0
248472,0,,"2024-06-27 00:00:00",2,73,53607,158078,006906,,"ME Kore Jacket Wm",raisin,M,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,48.73,0,0.14,,,,,0,,,0,,,18753,0,,,0
248473,0,,"2024-06-27 00:00:00",2,73,53607,158079,006906,,"ME Kore Jacket Wm",raisin,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,48.73,0,0.14,,,,,0,,,0,,,18753,0,,,0
248474,0,,"2024-06-27 00:00:00",2,73,53607,158080,006906,,"ME Kore Jacket Wm",raisin,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,48.73,0,0.14,,,,,0,,,0,,,18753,0,,,0
248479,0,,"2024-06-27 00:00:00",2,73,54972,163584,006925,,"ME Highpile Hooded Jacket","anvil grey/black",L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,73.12,0,0.14,,,,,0,,,0,,,18753,0,,,0
248481,0,,"2024-06-27 00:00:00",2,73,54972,163586,006925,,"ME Highpile Hooded Jacket","anvil grey/black",XXL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,73.12,0,0.14,,,,,0,,,0,,,18753,0,,,0
248484,0,,"2024-06-27 00:00:00",2,73,54967,163558,007498,,"ME Shigri Jacket","chili red/merlot",L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,282.88,0,0.14,,,,,0,,,0,,,18753,0,,,0
248485,0,,"2024-06-27 00:00:00",2,73,54967,163559,007498,,"ME Shigri Jacket","chili red/merlot",XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,282.88,0,0.14,,,,,0,,,0,,,18753,0,,,0
248486,0,,"2024-06-27 00:00:00",2,73,54967,163560,007498,,"ME Shigri Jacket","chili red/merlot",XXL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,282.88,0,0.14,,,,,0,,,0,,,18753,0,,,0
248498,0,,"2024-06-27 00:00:00",2,73,54979,163619,27631,,"ME Flash Beanie",cosmos/dusk/bluefin,universal,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,2.0,,,,18.51,0,0.14,,,,,0,,,0,,,18753,0,,,0
248480,0,,"2024-06-27 00:00:00",2,73,54972,163585,006925,,"ME Highpile Hooded Jacket","anvil grey/black",XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,73.12,0,0.14,,,,,0,,,0,,,18753,0,,,0
248443,0,,"2024-06-27 00:00:00",2,73,54966,163552,005770,,"ME Superflux Jacket Wm","chili red/merlot",S,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,117.02,0,0.14,,,,,0,,,0,,,18753,0,,,0
249637,0,,"2024-09-12 00:00:00",1,73,54965,163548,006240,,"ME Particle Jacket",anvil/obsidian,L,,"2024-09-12 00:00:00",0,0,0,1.0,,,,87.76,0,0.05,,,,,0,,,0,,,19145,0,,,0
248421,0,,"2024-06-27 00:00:00",2,73,31358,72265,000747,,"ME Super Alpine Glove",black/titanium,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,48.76,0,0.14,,,,,0,,,0,,,18753,0,,,0
248427,0,,"2024-06-27 00:00:00",2,73,54976,163603,001296,,"ME Micro Zip-T Wm",hibiscus,S,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,43.85,0,0.14,,,,,0,,,0,,,18753,0,,,0
248428,0,,"2024-06-27 00:00:00",2,73,54976,163604,001296,,"ME Micro Zip-T Wm",hibiscus,M,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,43.85,0,0.14,,,,,0,,,0,,,18753,0,,,0
248432,0,,"2024-06-27 00:00:00",2,73,54981,163621,002751,,"ME Flash Beanie Wm",dteal/lichen/fgreen,universal,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,18.51,0,0.14,,,,,0,,,0,,,18753,0,,,0
248434,0,,"2024-06-27 00:00:00",2,73,50605,146686,004187,,"ME Earthrise Hooded Jacket Wm",cosmos,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,121.9,0,0.14,,,,,0,,,0,,,18753,0,,,0
248436,0,,"2024-06-27 00:00:00",2,73,50605,163523,004187,,"ME Earthrise Hooded Jacket Wm",cosmos,XXL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,121.9,0,0.14,,,,,0,,,0,,,18753,0,,,0
248437,0,,"2024-06-27 00:00:00",2,73,49132,141013,004915,,"ME Senja Jacket",obsidian,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,146.29,0,0.14,,,,,0,,,0,,,18753,0,,,0
248446,0,,"2024-06-27 00:00:00",2,73,50607,146697,005770,,"ME Superflux Jacket Wm",majolica/stellar,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,117.02,0,0.14,,,,,0,,,0,,,18753,0,,,0
248439,0,,"2024-06-27 00:00:00",2,73,49132,141015,004915,,"ME Senja Jacket",obsidian,XXL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,146.29,0,0.14,,,,,0,,,0,,,18753,0,,,0
248461,0,,"2024-06-27 00:00:00",2,73,54983,163624,006465,,"ME Citadel Hat W.L.D.","drab green",L/XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,24.37,0,0.14,,,,,0,,,0,,,18753,0,,,0
248444,0,,"2024-06-27 00:00:00",2,73,54966,163553,005770,,"ME Superflux Jacket Wm","chili red/merlot",M,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,117.02,0,0.14,,,,,0,,,0,,,18753,0,,,0
249635,0,,"2024-09-12 00:00:00",1,73,52018,152170,006481,,"ME Particle Hooded Jacket","anvil grey/obsidian",L,,"2024-09-12 00:00:00",0,0,0,1.0,,,,97.51,0,0.05,,,,,0,,,0,,,19145,0,,,0
249636,0,,"2024-09-12 00:00:00",1,73,52018,152171,006481,,"ME Particle Hooded Jacket","anvil grey/obsidian",XL,,"2024-09-12 00:00:00",0,0,0,1.0,,,,97.51,0,0.05,,,,,0,,,0,,,19145,0,,,0
248445,0,,"2024-06-27 00:00:00",2,73,50607,146696,005770,,"ME Superflux Jacket Wm",majolica/stellar,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,117.02,0,0.14,,,,,0,,,0,,,18753,0,,,0
247141,0,,"2024-05-07 00:00:00",1,73,49137,141037,004462,,"ME Saltoro Pant REG Wm",black,S,"2024-10-15 00:00:00","2024-08-27 00:00:00",0,0,0,1.0,,,,97.51,0,0.05,,,,,0,,,0,,,19109,0,,,0
248451,0,,"2024-06-27 00:00:00",2,73,38563,101010,005871,,"ME Triton Jacket",black,L,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,195.07,0,0.14,,,,,0,,,0,,,18753,0,,,0
248452,0,,"2024-06-27 00:00:00",2,73,38563,101011,005871,,"ME Triton Jacket",black,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,195.07,0,0.14,,,,,0,,,0,,,18753,0,,,0
248455,0,,"2024-06-27 00:00:00",2,73,54965,163549,006240,,"ME Particle Jacket",anvil/obsidian,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,87.76,0,0.14,,,,,0,,,0,,,18753,0,,,0
248459,0,,"2024-06-27 00:00:00",2,73,52036,152253,006465,,"ME Citadel Hat W.L.D.",black,S/M,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,24.37,0,0.14,,,,,0,,,0,,,18753,0,,,0
248438,0,,"2024-06-27 00:00:00",2,73,49132,141014,004915,,"ME Senja Jacket",obsidian,XL,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,146.29,0,0.14,,,,,0,,,0,,,18753,0,,,0
248433,0,,"2024-06-27 00:00:00",2,73,54982,163622,002751,,"ME Flash Beanie Wm",majolb/stellar/mand,universal,"2024-10-01 00:00:00","2024-01-12 00:00:00",0,0,0,1.0,,,,18.51,0,0.14,,,,,0,,,0,,,18753,0,,,0
249405,0,,"2024-08-24 00:00:00",1,73,46573,131397,003882,,"ME Saltoro Pant REG",black,M,"2024-10-15 00:00:00","2024-08-27 00:00:00",0,0,0,1.0,,,,97.51,0,0.05,,,,,0,,,0,,,19109,0,,,0
249406,0,,"2024-08-24 00:00:00",1,73,46573,131398,003882,,"ME Saltoro Pant REG",black,L,"2024-10-15 00:00:00","2024-08-27 00:00:00",0,0,0,1.0,,,,97.51,0,0.05,,,,,0,,,0,,,19109,0,,,0
249428,0,,"2024-08-27 00:00:00",1,73,55691,167102,007585,01759,"Paiyu Jacket",cosmos/dusk,XL,,"2024-09-12 00:00:00",0,0,0,1.0,,,,171.42,0,0.05,,,23566,,0,,verfügbar,0,,"Gerd Mülstegen",19145,0,,500249428,0
249429,0,,"2024-08-27 00:00:00",1,73,55692,167106,007145,,"ME Aiguille Hooded Top","admiral blue",XL,,"2024-09-12 00:00:00",0,0,0,1.0,,,,48.73,0,0.05,,,23566,,0,,"admiral blue ausverkauft, wenige in majolica oder sage",0,,"Gerd Mülstegen",19145,0,,500249429,0
249534,0,,"2024-09-03 00:00:00",1,73,54959,163513,005069,,"ME Senja Jacket Wm",cosmos,M,,"2024-09-12 00:00:00",0,0,0,1.0,,,,146.29,0,0.05,,,24438,,0,,"M = 12 - verfügbar",0,,"Sonja Klyta",19145,0,,500249534,0
249229,0,,"2024-08-13 00:00:00",1,73,51255,149535,006073,,"ME Helium 250 LONG, LZ","majolica blue","200 cm",,"2024-08-27 00:00:00",0,0,0,1.0,,,,164.05,0,0.15,,,20929,,0,,,0,,,19109,0,,,0
249593,0,,"2024-09-06 00:00:00",1,81,6708,2149,076180,,"Nalgene Weithalsflasche 60 ml",,"60 ml","2024-09-26 00:00:00",,1,0,0,3.0,,,,1.1,0,0.06,,,13737,,0,,,0,,,0,0,,,0
248667,0,,"2024-06-27 00:00:00",2,86,55016,163834,04341,,"Escape Light Jacket",carmine,L,"2024-09-18 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
248691,0,,"2024-06-27 00:00:00",2,86,55014,163822,41262,,"Annecy 3in1 Coat Wm","dark sea/nordic blue","40 Damen","2024-09-15 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,263.2,0,0.13,,,,,0,,,0,,,18767,0,,,0
248677,0,,"2024-06-27 00:00:00",2,86,55020,163864,42934,,"Rienza Jacket",oat,M,"2024-09-26 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
248678,0,,"2024-06-27 00:00:00",2,86,55020,163865,42934,,"Rienza Jacket",oat,L,"2024-09-26 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
248679,0,,"2024-06-27 00:00:00",2,86,55020,163866,42934,,"Rienza Jacket",oat,XL,"2024-09-26 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
248687,0,,"2024-06-27 00:00:00",2,86,55007,163757,45050,,"Escape Parka Wm",redeva,"38 Damen","2024-09-18 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,81.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248688,0,,"2024-06-27 00:00:00",2,86,55007,163758,45050,,"Escape Parka Wm",redeva,"40 Damen","2024-09-16 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,81.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248689,0,,"2024-06-27 00:00:00",2,86,55007,163761,45050,,"Escape Parka Wm",redeva,"46 Damen","2024-09-16 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,81.4,0,0.13,,,,,0,,,0,,,18767,0,,,0
248668,0,,"2024-06-27 00:00:00",2,86,55016,163835,04341,,"Escape Light Jacket",carmine,XL,"2024-09-18 00:00:00","2024-01-17 00:00:00",0,0,0,1.0,,,,57.5,0,0.13,,,,,0,,,0,,,18767,0,,,0
